orthogroup	gene	annot
OG0000868	YuYa2v21002693m	RING/U-box superfamily protein
OG0000868	YuYa2v21012875m	RING/U-box superfamily protein
OG0000868	YuYa2v21038516m	RING/U-box superfamily protein
OG0000869	YuYa2v21002304m	UDP-Glycosyltransferase superfamily protein
OG0000869	YuYa2v21013240m	UDP-Glycosyltransferase superfamily protein
OG0000869	YuYa2v21038110m	UDP-Glycosyltransferase superfamily protein
OG0000870	YuYa2v21002181m	varicose-related
OG0000870	YuYa2v21007517m	varicose-related
OG0000870	YuYa2v21013396m	varicose-related
OG0000870	YuYa2v21019139m	varicose-related
OG0000870	YuYa2v21037734m	varicose-related
OG0000871	YuYa2v21005292m	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
OG0000871	YuYa2v21005294m	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
OG0000871	YuYa2v21015090m	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
OG0000871	YuYa2v21059743m	"Polynucleotidyl transferase, ribonuclease H-like superfamily protein"
OG0000872	YuYa2v21014427m	5
OG0000872	YuYa2v21057821m	5
OG0000872	YuYa2v21066368m	5
OG0000872	YuYa2v21067806m	5
OG0000872	YuYa2v21073458m	5
OG0000872	YuYa2v21085465m	5
OG0000872	YuYa2v21090887m	5
OG0000873	YuYa2v21000734m	Subtilisin-like serine endopeptidase family protein
OG0000873	YuYa2v21011861m	Subtilisin-like serine endopeptidase family protein
OG0000873	YuYa2v21038608m	Subtilisin-like serine endopeptidase family protein
OG0000873	YuYa2v21052850m	Subtilisin-like serine endopeptidase family protein
OG0000873	YuYa2v21079404m	Subtilisin-like serine endopeptidase family protein
OG0000873	YuYa2v21086188m	Subtilisin-like serine endopeptidase family protein
OG0000873	YuYa2v21086189m	Subtilisin-like serine endopeptidase family protein
OG0000874	YuYa2v21029879m	Glucose-methanol-choline (GMC) oxidoreductase family protein
OG0000874	YuYa2v21035150m	Glucose-methanol-choline (GMC) oxidoreductase family protein
OG0000874	YuYa2v21066721m	Glucose-methanol-choline (GMC) oxidoreductase family protein
OG0000874	YuYa2v21069025m	Glucose-methanol-choline (GMC) oxidoreductase family protein
OG0000874	YuYa2v21075547m	Glucose-methanol-choline (GMC) oxidoreductase family protein
OG0000874	YuYa2v21084364m	Glucose-methanol-choline (GMC) oxidoreductase family protein
OG0000875	YuYa2v21017301m	ribosomal protein 1
OG0000875	YuYa2v21023869m	ribosomal protein 1
OG0000875	YuYa2v21023876m	ribosomal protein 1
OG0000875	YuYa2v21026507m	ribosomal protein 1
OG0000875	YuYa2v21032301m	ribosomal protein 1
OG0000875	YuYa2v21032305m	ribosomal protein 1
OG0000875	YuYa2v21032841m	ribosomal protein 1
OG0000876	YuYa2v21008466m	alpha/beta-Hydrolases superfamily protein
OG0000876	YuYa2v21008613m	alpha/beta-Hydrolases superfamily protein
OG0000876	YuYa2v21008614m	alpha/beta-Hydrolases superfamily protein
OG0000876	YuYa2v21025871m	alpha/beta-Hydrolases superfamily protein
OG0000876	YuYa2v21032643m	alpha/beta-Hydrolases superfamily protein
OG0000876	YuYa2v21054560m	alpha/beta-Hydrolases superfamily protein
OG0000877	YuYa2v21001346m	alpha/beta-Hydrolases superfamily protein
OG0000877	YuYa2v21001348m	alpha/beta-Hydrolases superfamily protein
OG0000877	YuYa2v21008373m	alpha/beta-Hydrolases superfamily protein
OG0000877	YuYa2v21010838m	alpha/beta-Hydrolases superfamily protein
OG0000877	YuYa2v21054441m	alpha/beta-Hydrolases superfamily protein
OG0000877	YuYa2v21055851m	alpha/beta-Hydrolases superfamily protein
OG0000877	YuYa2v21069223m	alpha/beta-Hydrolases superfamily protein
OG0000878	YuYa2v21017167m	Phosphatidylinositol-4-phosphate 5-kinase family protein
OG0000878	YuYa2v21026599m	Phosphatidylinositol-4-phosphate 5-kinase family protein
OG0000878	YuYa2v21032228m	Phosphatidylinositol-4-phosphate 5-kinase family protein
OG0000878	YuYa2v21046444m	Phosphatidylinositol-4-phosphate 5-kinase family protein
OG0000878	YuYa2v21063991m	Phosphatidylinositol-4-phosphate 5-kinase family protein
OG0000879	YuYa2v21005578m	Protein kinase superfamily protein
OG0000879	YuYa2v21029905m	Protein kinase superfamily protein
OG0000879	YuYa2v21052981m	Protein kinase superfamily protein
OG0000879	YuYa2v21079525m	Protein kinase superfamily protein
OG0000879	YuYa2v21088484m	Protein kinase superfamily protein
OG0000880	YuYa2v21006980m	0
OG0000880	YuYa2v21052016m	0
OG0000880	YuYa2v21054737m	0
OG0000880	YuYa2v21073941m	0
OG0000880	YuYa2v21087033m	0
OG0000881	YuYa2v21029509m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0000881	YuYa2v21038036m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0000881	YuYa2v21054735m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0000881	YuYa2v21057785m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0000881	YuYa2v21067459m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0000881	YuYa2v21087039m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0000881	YuYa2v21093696m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0000881	YuYa2v21094032m	Calcium-dependent lipid-binding (CaLB domain) family protein
OG0000882	YuYa2v21027416m	RING/U-box superfamily protein
OG0000882	YuYa2v21030303m	RING/U-box superfamily protein
OG0000882	YuYa2v21041511m	RING/U-box superfamily protein
OG0000882	YuYa2v21075851m	RING/U-box superfamily protein
OG0000882	YuYa2v21084156m	RING/U-box superfamily protein
OG0000883	YuYa2v21007192m	Protein of unknown function (DUF1685)
OG0000883	YuYa2v21010151m	Protein of unknown function (DUF1685)
OG0000883	YuYa2v21019376m	Protein of unknown function (DUF1685)
OG0000883	YuYa2v21034419m	Protein of unknown function (DUF1685)
OG0000884	YuYa2v21000361m	Protein kinase superfamily protein
OG0000884	YuYa2v21000363m	Protein kinase superfamily protein
OG0000884	YuYa2v21036716m	Protein kinase superfamily protein
OG0000884	YuYa2v21086425m	Protein kinase superfamily protein
OG0000885	YuYa2v21005969m	Ribosomal protein S4 (RPS4A) family protein
OG0000885	YuYa2v21060103m	Ribosomal protein S4 (RPS4A) family protein
OG0000885	YuYa2v21072159m	Ribosomal protein S4 (RPS4A) family protein
OG0000885	YuYa2v21074288m	Ribosomal protein S4 (RPS4A) family protein
OG0000885	YuYa2v21087845m	Ribosomal protein S4 (RPS4A) family protein
OG0000886	YuYa2v21002135m	WPP domain interacting protein 3
OG0000886	YuYa2v21013457m	WPP domain interacting protein 3
OG0000886	YuYa2v21037798m	WPP domain interacting protein 3
OG0000887	YuYa2v21046778m	#N/A
OG0000887	YuYa2v21051103m	#N/A
OG0000887	YuYa2v21064228m	#N/A
OG0000887	YuYa2v21094676m	#N/A
OG0000888	YuYa2v21002284m	0
OG0000888	YuYa2v21013258m	0
OG0000888	YuYa2v21038082m	0
OG0000889	YuYa2v21001256m	S-adenosylmethionine decarboxylase
OG0000889	YuYa2v21002920m	S-adenosylmethionine decarboxylase
OG0000889	YuYa2v21010675m	S-adenosylmethionine decarboxylase
OG0000889	YuYa2v21012703m	S-adenosylmethionine decarboxylase
OG0000889	YuYa2v21039313m	S-adenosylmethionine decarboxylase
OG0000889	YuYa2v21040787m	S-adenosylmethionine decarboxylase
OG0000890	YuYa2v21016706m	beta-glucosidase 45
OG0000890	YuYa2v21026934m	beta-glucosidase 45
OG0000890	YuYa2v21026936m	beta-glucosidase 45
OG0000890	YuYa2v21031871m	beta-glucosidase 45
OG0000891	YuYa2v21022896m	growth-regulating factor 6
OG0000891	YuYa2v21028449m	growth-regulating factor 6
OG0000891	YuYa2v21055523m	growth-regulating factor 6
OG0000891	YuYa2v21061212m	growth-regulating factor 6
OG0000891	YuYa2v21067269m	growth-regulating factor 6
OG0000891	YuYa2v21070550m	growth-regulating factor 6
OG0000891	YuYa2v21075249m	growth-regulating factor 6
OG0000891	YuYa2v21081017m	growth-regulating factor 6
OG0000891	YuYa2v21092715m	growth-regulating factor 6
OG0000892	YuYa2v21017023m	Ankyrin repeat family protein
OG0000892	YuYa2v21026715m	Ankyrin repeat family protein
OG0000892	YuYa2v21065462m	Ankyrin repeat family protein
OG0000892	YuYa2v21068695m	Ankyrin repeat family protein
OG0000893	YuYa2v21028205m	WAPL (Wings apart-like protein regulation of heterochromatin) protein
OG0000893	YuYa2v21074994m	WAPL (Wings apart-like protein regulation of heterochromatin) protein
OG0000894	YuYa2v21014024m	"Transcription factor IIA, alpha/beta subunit"
OG0000894	YuYa2v21051822m	"Transcription factor IIA, alpha/beta subunit"
OG0000894	YuYa2v21054901m	"Transcription factor IIA, alpha/beta subunit"
OG0000894	YuYa2v21073767m	"Transcription factor IIA, alpha/beta subunit"
OG0000895	YuYa2v21011577m	Protein of unknown function (DUF1639)
OG0000895	YuYa2v21039628m	Protein of unknown function (DUF1639)
OG0000895	YuYa2v21042994m	Protein of unknown function (DUF1639)
OG0000895	YuYa2v21043164m	Protein of unknown function (DUF1639)
OG0000895	YuYa2v21082323m	Protein of unknown function (DUF1639)
OG0000895	YuYa2v21082569m	Protein of unknown function (DUF1639)
OG0000896	YuYa2v21006874m	0
OG0000896	YuYa2v21051909m	0
OG0000896	YuYa2v21054823m	0
OG0000896	YuYa2v21073868m	0
OG0000896	YuYa2v21086936m	0
OG0000896	YuYa2v21094134m	0
OG0000897	YuYa2v21006729m	Protein kinase superfamily protein
OG0000897	YuYa2v21025530m	Protein kinase superfamily protein
OG0000897	YuYa2v21034269m	Protein kinase superfamily protein
OG0000897	YuYa2v21057761m	Protein kinase superfamily protein
OG0000897	YuYa2v21065268m	Protein kinase superfamily protein
OG0000897	YuYa2v21067498m	Protein kinase superfamily protein
OG0000897	YuYa2v21073694m	Protein kinase superfamily protein
OG0000898	YuYa2v21015804m	SU(VAR)3-9 homolog 3
OG0000898	YuYa2v21036034m	SU(VAR)3-9 homolog 3
OG0000898	YuYa2v21058897m	SU(VAR)3-9 homolog 3
OG0000898	YuYa2v21072841m	SU(VAR)3-9 homolog 3
OG0000898	YuYa2v21087403m	SU(VAR)3-9 homolog 3
OG0000898	YuYa2v21091863m	SU(VAR)3-9 homolog 3
OG0000899	YuYa2v21003790m	HSP20-like chaperones superfamily protein
OG0000899	YuYa2v21011544m	HSP20-like chaperones superfamily protein
OG0000899	YuYa2v21039667m	HSP20-like chaperones superfamily protein
OG0000899	YuYa2v21045726m	HSP20-like chaperones superfamily protein
OG0000899	YuYa2v21072853m	HSP20-like chaperones superfamily protein
OG0000899	YuYa2v21094836m	HSP20-like chaperones superfamily protein
OG0000900	YuYa2v21000095m	"Coatomer, beta subunit"
OG0000900	YuYa2v21040964m	"Coatomer, beta subunit"
OG0000900	YuYa2v21068404m	"Coatomer, beta subunit"
OG0000900	YuYa2v21089046m	"Coatomer, beta subunit"
OG0000900	YuYa2v21095168m	"Coatomer, beta subunit"
OG0000901	YuYa2v21017840m	BTB and TAZ domain protein 2
OG0000901	YuYa2v21017841m	BTB and TAZ domain protein 2
OG0000901	YuYa2v21017842m	BTB and TAZ domain protein 2
OG0000901	YuYa2v21017892m	BTB and TAZ domain protein 2
OG0000901	YuYa2v21017966m	BTB and TAZ domain protein 2
OG0000901	YuYa2v21025782m	BTB and TAZ domain protein 2
OG0000901	YuYa2v21031531m	BTB and TAZ domain protein 2
OG0000901	YuYa2v21032569m	BTB and TAZ domain protein 2
OG0000901	YuYa2v21053177m	BTB and TAZ domain protein 2
OG0000901	YuYa2v21079633m	BTB and TAZ domain protein 2
OG0000901	YuYa2v21079636m	BTB and TAZ domain protein 2
OG0000901	YuYa2v21088280m	BTB and TAZ domain protein 2
OG0000902	YuYa2v21000060m	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
OG0000902	YuYa2v21002541m	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
OG0000902	YuYa2v21012996m	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
OG0000902	YuYa2v21038363m	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
OG0000902	YuYa2v21041022m	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
OG0000902	YuYa2v21089008m	"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
OG0000903	YuYa2v21001914m	RNAse l inhibitor protein 1
OG0000903	YuYa2v21037675m	RNAse l inhibitor protein 1
OG0000903	YuYa2v21067646m	RNAse l inhibitor protein 1
OG0000903	YuYa2v21067654m	RNAse l inhibitor protein 1
OG0000903	YuYa2v21091217m	RNAse l inhibitor protein 1
OG0000903	YuYa2v21093281m	RNAse l inhibitor protein 1
OG0000904	YuYa2v21076189m	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
OG0000904	YuYa2v21083920m	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
OG0000904	YuYa2v21083921m	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
OG0000904	YuYa2v21083924m	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
OG0000905	YuYa2v21015886m	MATE efflux family protein
OG0000905	YuYa2v21036081m	MATE efflux family protein
OG0000905	YuYa2v21059016m	MATE efflux family protein
OG0000905	YuYa2v21087271m	MATE efflux family protein
OG0000906	YuYa2v21005952m	AAA-type ATPase family protein
OG0000906	YuYa2v21015010m	AAA-type ATPase family protein
OG0000906	YuYa2v21060118m	AAA-type ATPase family protein
OG0000906	YuYa2v21072140m	AAA-type ATPase family protein
OG0000906	YuYa2v21074270m	AAA-type ATPase family protein
OG0000906	YuYa2v21087868m	AAA-type ATPase family protein
OG0000907	YuYa2v21007197m	RING/U-box superfamily protein
OG0000907	YuYa2v21010167m	RING/U-box superfamily protein
OG0000907	YuYa2v21025331m	RING/U-box superfamily protein
OG0000907	YuYa2v21034417m	RING/U-box superfamily protein
OG0000907	YuYa2v21053442m	RING/U-box superfamily protein
OG0000908	YuYa2v21011335m	#N/A
OG0000908	YuYa2v21051382m	#N/A
OG0000908	YuYa2v21064573m	#N/A
OG0000908	YuYa2v21064574m	#N/A
OG0000908	YuYa2v21085099m	#N/A
OG0000908	YuYa2v21088352m	#N/A
OG0000908	YuYa2v21088356m	#N/A
OG0000908	YuYa2v21090048m	#N/A
OG0000909	YuYa2v21023017m	P-loop containing nucleoside triphosphate hydrolases superfamily protein
OG0000909	YuYa2v21028264m	P-loop containing nucleoside triphosphate hydrolases superfamily protein
OG0000909	YuYa2v21047439m	P-loop containing nucleoside triphosphate hydrolases superfamily protein
OG0000909	YuYa2v21051682m	P-loop containing nucleoside triphosphate hydrolases superfamily protein
OG0000909	YuYa2v21057105m	P-loop containing nucleoside triphosphate hydrolases superfamily protein
OG0000909	YuYa2v21065911m	P-loop containing nucleoside triphosphate hydrolases superfamily protein
OG0000909	YuYa2v21068284m	P-loop containing nucleoside triphosphate hydrolases superfamily protein
OG0000909	YuYa2v21070845m	P-loop containing nucleoside triphosphate hydrolases superfamily protein
OG0000910	YuYa2v21006870m	4
OG0000910	YuYa2v21018940m	4
OG0000910	YuYa2v21025608m	4
OG0000910	YuYa2v21054828m	4
OG0000910	YuYa2v21056636m	4
OG0000910	YuYa2v21066253m	4
OG0000910	YuYa2v21067933m	4
OG0000910	YuYa2v21073863m	4
OG0000910	YuYa2v21086931m	4
OG0000910	YuYa2v21094664m	4
OG0000911	YuYa2v21005051m	4
OG0000911	YuYa2v21015649m	4
OG0000911	YuYa2v21076722m	4
OG0000911	YuYa2v21083360m	4
OG0000912	YuYa2v21036107m	Plant calmodulin-binding protein-related
OG0000912	YuYa2v21047915m	Plant calmodulin-binding protein-related
OG0000913	YuYa2v21038187m	Potassium transporter family protein
OG0000913	YuYa2v21046818m	Potassium transporter family protein
OG0000913	YuYa2v21051140m	Potassium transporter family protein
OG0000913	YuYa2v21064255m	Potassium transporter family protein
OG0000913	YuYa2v21081468m	Potassium transporter family protein
OG0000914	YuYa2v21001548m	aldehyde oxidase 4
OG0000914	YuYa2v21045169m	aldehyde oxidase 4
OG0000914	YuYa2v21049731m	aldehyde oxidase 4
OG0000914	YuYa2v21086820m	aldehyde oxidase 4
OG0000914	YuYa2v21090010m	aldehyde oxidase 4
OG0000915	YuYa2v21029290m	AUX/IAA transcriptional regulator family protein
OG0000915	YuYa2v21045534m	AUX/IAA transcriptional regulator family protein
OG0000915	YuYa2v21049467m	AUX/IAA transcriptional regulator family protein
OG0000915	YuYa2v21050041m	AUX/IAA transcriptional regulator family protein
OG0000915	YuYa2v21063326m	AUX/IAA transcriptional regulator family protein
OG0000915	YuYa2v21067388m	AUX/IAA transcriptional regulator family protein
OG0000915	YuYa2v21077037m	AUX/IAA transcriptional regulator family protein
OG0000916	YuYa2v21025033m	Copper amine oxidase family protein
OG0000916	YuYa2v21064104m	Copper amine oxidase family protein
OG0000916	YuYa2v21066501m	Copper amine oxidase family protein
OG0000917	YuYa2v21026420m	#N/A
OG0000917	YuYa2v21071025m	#N/A
OG0000917	YuYa2v21081458m	#N/A
OG0000917	YuYa2v21081460m	#N/A
OG0000917	YuYa2v21094158m	#N/A
OG0000918	YuYa2v21006643m	HSP20-like chaperones superfamily protein
OG0000918	YuYa2v21014158m	HSP20-like chaperones superfamily protein
OG0000918	YuYa2v21055047m	HSP20-like chaperones superfamily protein
OG0000918	YuYa2v21073639m	HSP20-like chaperones superfamily protein
OG0000918	YuYa2v21080243m	HSP20-like chaperones superfamily protein
OG0000918	YuYa2v21085614m	HSP20-like chaperones superfamily protein
OG0000919	YuYa2v21006487m	Lung seven transmembrane receptor family protein
OG0000919	YuYa2v21006521m	Lung seven transmembrane receptor family protein
OG0000919	YuYa2v21014349m	Lung seven transmembrane receptor family protein
OG0000919	YuYa2v21055211m	Lung seven transmembrane receptor family protein
OG0000919	YuYa2v21073523m	Lung seven transmembrane receptor family protein
OG0000919	YuYa2v21080140m	Lung seven transmembrane receptor family protein
OG0000919	YuYa2v21085555m	Lung seven transmembrane receptor family protein
OG0000920	YuYa2v21002036m	IAA-leucine resistant (ILR)-like gene 6
OG0000920	YuYa2v21013577m	IAA-leucine resistant (ILR)-like gene 6
OG0000920	YuYa2v21037905m	IAA-leucine resistant (ILR)-like gene 6
OG0000920	YuYa2v21070017m	IAA-leucine resistant (ILR)-like gene 6
OG0000920	YuYa2v21080615m	IAA-leucine resistant (ILR)-like gene 6
OG0000920	YuYa2v21089964m	IAA-leucine resistant (ILR)-like gene 6
OG0000921	YuYa2v21005058m	#N/A
OG0000921	YuYa2v21005521m	#N/A
OG0000921	YuYa2v21005522m	#N/A
OG0000921	YuYa2v21010380m	#N/A
OG0000921	YuYa2v21010382m	#N/A
OG0000921	YuYa2v21010384m	#N/A
OG0000921	YuYa2v21015656m	#N/A
OG0000921	YuYa2v21059485m	#N/A
OG0000921	YuYa2v21059486m	#N/A
OG0000922	YuYa2v21045613m	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
OG0000922	YuYa2v21050116m	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
OG0000922	YuYa2v21062328m	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
OG0000922	YuYa2v21063271m	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
OG0000922	YuYa2v21064994m	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
OG0000923	YuYa2v21061832m	redox responsive transcription factor 1
OG0000923	YuYa2v21061833m	redox responsive transcription factor 1
OG0000923	YuYa2v21069897m	redox responsive transcription factor 1
OG0000923	YuYa2v21069898m	redox responsive transcription factor 1
OG0000923	YuYa2v21069944m	redox responsive transcription factor 1
OG0000923	YuYa2v21069945m	redox responsive transcription factor 1
OG0000923	YuYa2v21069946m	redox responsive transcription factor 1
OG0000923	YuYa2v21080540m	redox responsive transcription factor 1
OG0000923	YuYa2v21080542m	redox responsive transcription factor 1
OG0000923	YuYa2v21092511m	redox responsive transcription factor 1
OG0000924	YuYa2v21061816m	6
OG0000924	YuYa2v21069965m	6
OG0000924	YuYa2v21080555m	6
OG0000925	YuYa2v21005971m	Heavy metal transport/detoxification superfamily protein 
OG0000925	YuYa2v21060100m	Heavy metal transport/detoxification superfamily protein 
OG0000925	YuYa2v21072183m	Heavy metal transport/detoxification superfamily protein 
OG0000925	YuYa2v21087835m	Heavy metal transport/detoxification superfamily protein 
OG0000925	YuYa2v21092612m	Heavy metal transport/detoxification superfamily protein 
OG0000926	YuYa2v21001207m	CONSTANS-like 3
OG0000926	YuYa2v21002811m	CONSTANS-like 3
OG0000926	YuYa2v21010623m	CONSTANS-like 3
OG0000926	YuYa2v21012764m	CONSTANS-like 3
OG0000926	YuYa2v21039355m	CONSTANS-like 3
OG0000926	YuYa2v21040848m	CONSTANS-like 3
OG0000927	YuYa2v21015050m	#N/A
OG0000927	YuYa2v21059703m	#N/A
OG0000928	YuYa2v21014298m	Protein of unknown function (DUF674)
OG0000928	YuYa2v21014302m	Protein of unknown function (DUF674)
OG0000928	YuYa2v21016347m	Protein of unknown function (DUF674)
OG0000928	YuYa2v21019974m	Protein of unknown function (DUF674)
OG0000928	YuYa2v21019975m	Protein of unknown function (DUF674)
OG0000928	YuYa2v21019980m	Protein of unknown function (DUF674)
OG0000928	YuYa2v21055153m	Protein of unknown function (DUF674)
OG0000928	YuYa2v21055154m	Protein of unknown function (DUF674)
OG0000928	YuYa2v21058240m	Protein of unknown function (DUF674)
OG0000928	YuYa2v21085591m	Protein of unknown function (DUF674)
OG0000928	YuYa2v21093734m	Protein of unknown function (DUF674)
OG0000928	YuYa2v21093735m	Protein of unknown function (DUF674)
OG0000930	YuYa2v21038167m	#N/A
OG0000931	YuYa2v21017678m	Ribosomal protein L13e family protein
OG0000931	YuYa2v21022930m	Ribosomal protein L13e family protein
OG0000931	YuYa2v21026295m	Ribosomal protein L13e family protein
OG0000931	YuYa2v21028410m	Ribosomal protein L13e family protein
OG0000931	YuYa2v21055542m	Ribosomal protein L13e family protein
OG0000932	YuYa2v21057181m	Transducin/WD40 repeat-like superfamily protein
OG0000932	YuYa2v21065860m	Transducin/WD40 repeat-like superfamily protein
OG0000932	YuYa2v21068347m	Transducin/WD40 repeat-like superfamily protein
OG0000932	YuYa2v21080277m	Transducin/WD40 repeat-like superfamily protein
OG0000933	YuYa2v21007639m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000933	YuYa2v21007641m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000933	YuYa2v21007645m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000933	YuYa2v21010550m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000933	YuYa2v21011401m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000933	YuYa2v21011402m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000933	YuYa2v21017758m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000933	YuYa2v21017884m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000933	YuYa2v21017930m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000933	YuYa2v21017951m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000933	YuYa2v21017952m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000933	YuYa2v21042873m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000933	YuYa2v21086513m	"Ribulose bisphosphate carboxylase large chain, catalytic domain"
OG0000934	YuYa2v21013366m	Leucine-rich receptor-like protein kinase family protein
OG0000934	YuYa2v21017099m	Leucine-rich receptor-like protein kinase family protein
OG0000934	YuYa2v21026648m	Leucine-rich receptor-like protein kinase family protein
OG0000934	YuYa2v21027291m	Leucine-rich receptor-like protein kinase family protein
OG0000934	YuYa2v21032180m	Leucine-rich receptor-like protein kinase family protein
OG0000934	YuYa2v21035680m	Leucine-rich receptor-like protein kinase family protein
OG0000934	YuYa2v21037982m	Leucine-rich receptor-like protein kinase family protein
OG0000934	YuYa2v21041632m	Leucine-rich receptor-like protein kinase family protein
OG0000934	YuYa2v21069689m	Leucine-rich receptor-like protein kinase family protein
OG0000934	YuYa2v21093568m	Leucine-rich receptor-like protein kinase family protein
OG0000935	YuYa2v21003108m	ferrochelatase 2
OG0000935	YuYa2v21007526m	ferrochelatase 2
OG0000936	YuYa2v21002733m	Protein kinase superfamily protein
OG0000936	YuYa2v21012908m	Protein kinase superfamily protein
OG0000936	YuYa2v21038553m	Protein kinase superfamily protein
OG0000936	YuYa2v21040847m	Protein kinase superfamily protein
OG0000936	YuYa2v21060736m	Protein kinase superfamily protein
OG0000936	YuYa2v21071051m	Protein kinase superfamily protein
OG0000936	YuYa2v21078510m	Protein kinase superfamily protein
OG0000937	YuYa2v21012504m	ERD (early-responsive to dehydration stress) family protein
OG0000937	YuYa2v21016441m	ERD (early-responsive to dehydration stress) family protein
OG0000937	YuYa2v21019867m	ERD (early-responsive to dehydration stress) family protein
OG0000937	YuYa2v21024683m	ERD (early-responsive to dehydration stress) family protein
OG0000937	YuYa2v21024687m	ERD (early-responsive to dehydration stress) family protein
OG0000937	YuYa2v21039114m	ERD (early-responsive to dehydration stress) family protein
OG0000937	YuYa2v21060309m	ERD (early-responsive to dehydration stress) family protein
OG0000938	YuYa2v21019817m	Calcium-binding EF-hand family protein
OG0000938	YuYa2v21024641m	Calcium-binding EF-hand family protein
OG0000938	YuYa2v21047327m	Calcium-binding EF-hand family protein
OG0000938	YuYa2v21064639m	Calcium-binding EF-hand family protein
OG0000938	YuYa2v21070881m	Calcium-binding EF-hand family protein
OG0000938	YuYa2v21081331m	Calcium-binding EF-hand family protein
OG0000939	YuYa2v21021273m	ethylene-responsive element binding factor 13
OG0000939	YuYa2v21021275m	ethylene-responsive element binding factor 13
OG0000939	YuYa2v21023476m	ethylene-responsive element binding factor 13
OG0000939	YuYa2v21089771m	ethylene-responsive element binding factor 13
OG0000940	YuYa2v21027161m	glycine-rich protein
OG0000940	YuYa2v21045820m	glycine-rich protein
OG0000940	YuYa2v21075598m	glycine-rich protein
OG0000940	YuYa2v21084297m	glycine-rich protein
OG0000940	YuYa2v21094188m	glycine-rich protein
OG0000941	YuYa2v21007693m	#N/A
OG0000941	YuYa2v21009752m	#N/A
OG0000941	YuYa2v21014214m	#N/A
OG0000941	YuYa2v21015754m	#N/A
OG0000941	YuYa2v21046801m	#N/A
OG0000941	YuYa2v21051671m	#N/A
OG0000941	YuYa2v21051954m	#N/A
OG0000941	YuYa2v21053874m	#N/A
OG0000941	YuYa2v21054002m	#N/A
OG0000941	YuYa2v21055091m	#N/A
OG0000941	YuYa2v21062274m	#N/A
OG0000941	YuYa2v21063256m	#N/A
OG0000941	YuYa2v21063749m	#N/A
OG0000941	YuYa2v21088880m	#N/A
OG0000942	YuYa2v21016269m	Protein of unknown function (DUF3133)
OG0000942	YuYa2v21030871m	Protein of unknown function (DUF3133)
OG0000942	YuYa2v21058302m	Protein of unknown function (DUF3133)
OG0000942	YuYa2v21085054m	Protein of unknown function (DUF3133)
OG0000943	YuYa2v21014236m	ribosomal protein S15A
OG0000943	YuYa2v21045278m	ribosomal protein S15A
OG0000943	YuYa2v21049831m	ribosomal protein S15A
OG0000943	YuYa2v21062986m	ribosomal protein S15A
OG0000944	YuYa2v21042787m	telomere repeat binding factor 1
OG0000944	YuYa2v21045452m	telomere repeat binding factor 1
OG0000944	YuYa2v21049956m	telomere repeat binding factor 1
OG0000944	YuYa2v21063413m	telomere repeat binding factor 1
OG0000944	YuYa2v21082414m	telomere repeat binding factor 1
OG0000945	YuYa2v21001350m	response regulator 12
OG0000945	YuYa2v21002781m	response regulator 12
OG0000945	YuYa2v21010842m	response regulator 12
